Titel                                                                                                                                                                                                        ,Documentsoort         ,Editie,Mathematische gegevens,Uitgave                                ,Jaar van uitgave,Land van uitgave,Specificaties kaart                                                     ,Koepeltitel,Afgebeelde persoon,Auteurs,(Co)auteurs                         ,Drukker,Titelvariant,Kunstenaar,Overige betrokkenen,Drukkersgegevens,Inhoud                        ,Delen,Annotatie geografische gegevens,Annotatie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Samenvatting,Relaties                ,Referentie,Bronvermelding,Nederlandse Basisclassificatie,Lokale classificatie       ,Geografische trefwoorden,Vormtrefwoorden,GOO trefwoorden,Periode van onderwerp,Provenance,Collectie                        ,Signatuur origineel,Gegevens digitalisering                                                                                                                                                                ,Toegangsgegevens (URL)                              ,PPN      ,EPN       ,PPN origineel,Taal,Bandbeschrijving,ggc034,ggc035,ggc036,ggc037,ggc038,ggc039,ggc040,ggc041,ggc042,ggc043,ggc044,ggc045,ggc046,ggc047,ggc048,ggc049,ggc055,ggc056,ggc057,ggc058,ggc059,ggc060                   ,zoomnr         ,Editievermelding                                                                                                                                                                              ,Stempel                                                                              ,verkend      ,gegraveerd,herzien     ,ged.herzien ,omgewerkt            ,bijgewerkt          ,uitgave,opmerkingen      ,Bladnummer,Rechten                                                                        ,UBVU-ID      ,lok008,lok009,lok010,OCLC number,Date created,Date modified,Reference URL                                                    ,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"24 Hillegom, 1897"                                                                                                                                                                                          ,                      ,      ,                      ,                                       ,1897            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,24_1897        ,Verkend in 1850. Gegraveerd Top. Bureau 1852.;; Omgewerkt naar de gegevens der Militaire Verkenningen van 1888- en 1892.                                                                      ,1897                                                                                 ,1850         ,1852      ,            ,            ,1888 en 1892         ,                    ,       ,                 ,24        ,                                                                               ,0120050001097,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6613,6613            ,6665.jp2           ,/krt/image/6665.jp2
"24 Hillegom, 1917"                                                                                                                                                                                          ,                      ,      ,                      ,                                       ,1917            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,24_1917        ,Verkend in 1850. Herzien in 1888 en 1892 ; ged. herzien tot 1917.;; Uitgave 1917.                                                                                                             ,                                                                                     ,1850         ,          ,1888 en 1892,1917        ,                     ,                    ,1917   ,                 ,24        ,                                                                               ,0120050001098,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6614,6614            ,6666.jp2           ,/krt/image/6666.jp2
"25 Amsterdam, 1854"                                                                                                                                                                                         ,                      ,      ,                      ,                                       ,1854            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,25_1854        ,"Verkend in 1849-1850, Gegraveerd Top. Bureau 1854."                                                                                                                                          ,                                                                                     ,1849-1850    ,1854      ,            ,            ,                     ,                    ,       ,                 ,25        ,                                                                               ,0120050001099,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6615,6615            ,6667.jp2           ,/krt/image/6667.jp2
"25 Amsterdam, 1882"                                                                                                                                                                                         ,                      ,      ,                      ,                                       ,1882            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,25_1882        ,"Verkend in 1849-1850, Gegraveerd Top. Bureau 1854."                                                                                                                                          ,HERZIEN 1882                                                                         ,1849-1850    ,1854      ,            ,            ,                     ,                    ,       ,                 ,25        ,                                                                               ,0120050001100,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6616,6616            ,6668.jp2           ,/krt/image/6668.jp2
"25 Amsterdam, 1909"                                                                                                                                                                                         ,                      ,      ,                      ,                                       ,1909            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,25_1909        ,Verkend in 1849-1850. Herzien tot 1892; ged. herzien tot 1908.;; Uitgave 1909                                                                                                                 ,                                                                                     ,1849-1850    ,          ,1892        ,1908        ,                     ,                    ,1909   ,                 ,25        ,                                                                               ,0120050001101,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6617,6617            ,6669.jp2           ,/krt/image/6669.jp2
"25 Amsterdam, 1913"                                                                                                                                                                                         ,                      ,      ,                      ,                                       ,1913            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,25_1913        ,Verkend in 1849-1850. Herzien tot 1892; ged. herzien tot 1912.;; Uitgave 1913                                                                                                                 ,                                                                                     ,1849-1850    ,          ,1892        ,1912        ,                     ,                    ,1913   ,                 ,25        ,                                                                               ,0120050001102,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6618,6618            ,6670.jp2           ,/krt/image/6670.jp2
"26 Harderwijk, 1854"                                                                                                                                                                                        ,                      ,      ,                      ,                                       ,1854            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,26_1854        ,"Verkend in 1842, Gegraveerd Top. Bureau 1854."                                                                                                                                               ,                                                                                     ,1842         ,1854      ,            ,            ,                     ,                    ,       ,                 ,26        ,                                                                               ,0120050001103,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6619,6619            ,6671.jp2           ,/krt/image/6671.jp2
"26 Harderwijk, 1884"                                                                                                                                                                                        ,                      ,      ,                      ,                                       ,1884            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,26_1884        ,"Verkend in 1842, Gegraveerd Top. Bureau 1854."                                                                                                                                               ,HERZIEN 1884                                                                         ,1842         ,1854      ,            ,            ,                     ,                    ,       ,                 ,26        ,                                                                               ,0120050001104,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6620,6620            ,6672.jp2           ,/krt/image/6672.jp2
"26 Harderwijk, 1910"                                                                                                                                                                                        ,                      ,      ,                      ,                                       ,1910            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,26_1910        ,Verkend in 1842. Herzien tot 1906; ged. herzien tot 1908.;; Uitgave 1910.                                                                                                                     ,                                                                                     ,1842         ,          ,1906        ,1908        ,                     ,                    ,1910   ,                 ,26        ,                                                                               ,0120050001105,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6621,6621            ,6673.jp2           ,/krt/image/6673.jp2
"26 Harderwijk, 1916"                                                                                                                                                                                        ,                      ,      ,                      ,                                       ,1916            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,26_1916        ,Verkend in 1842. Herzien tot 1910; ged. herzien tot 1912.;; Uitgave 1916.                                                                                                                     ,                                                                                     ,1842         ,          ,1910        ,1912        ,                     ,                    ,1916   ,                 ,26        ,                                                                               ,0120050001106,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6622,6622            ,6674.jp2           ,/krt/image/6674.jp2
"27 Hattem, 1858"                                                                                                                                                                                            ,                      ,      ,                      ,                                       ,1858            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,27_1858        ,"Verkend in 1847, Gegraveerd Top. Bureau 1858."                                                                                                                                               ,                                                                                     ,1847         ,1858      ,            ,            ,                     ,                    ,       ,                 ,27        ,                                                                               ,0120050001107,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6623,6623            ,6675.jp2           ,/krt/image/6675.jp2
"27 Hattem, 1886"                                                                                                                                                                                            ,                      ,      ,                      ,                                       ,1886            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,27_1886        ,"Verkend in 1847, Gegraveerd Top. Bureau 1858.;; Bijgewerkt volgens de gegevens der Militaire Verkenningen van 1882, 1883 en 1886."                                                           ,                                                                                     ,1847         ,1858      ,            ,            ,                     ,"1882, 1883 en 1886",       ,                 ,27        ,                                                                               ,0120050001108,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6624,6624            ,6676.jp2           ,/krt/image/6676.jp2
"27 Hattem, 1913"                                                                                                                                                                                            ,                      ,      ,                      ,                                       ,1913            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,27_1913        ,Verkend in 1847. Herzien tot 1886. Ged. herzien tot 1912.;; Uitgave 1913.                                                                                                                     ,                                                                                     ,1847         ,          ,1886        ,1912        ,                     ,                    ,1913   ,                 ,27        ,                                                                               ,0120050001109,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6625,6625            ,6677.jp2           ,/krt/image/6677.jp2
"27 Hattem, 1916"                                                                                                                                                                                            ,                      ,      ,                      ,                                       ,1916            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,27_1916        ,Verkend in 1847. Herzien tot 1812. Ged. herzien tot 1914.;; Uitgave 1916.                                                                                                                     ,                                                                                     ,1847         ,          ,1812        ,1914        ,                     ,                    ,1916   ,                 ,27        ,                                                                               ,0120050001110,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6626,6626            ,6678.jp2           ,/krt/image/6678.jp2
"28 Almelo, 1860"                                                                                                                                                                                            ,                      ,      ,                      ,                                       ,1860            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,28_1860        ,Verkend in 1848 Gegraveerd Top. Bureau 1860.                                                                                                                                                  ,                                                                                     ,1848         ,1860      ,            ,            ,                     ,                    ,       ,                 ,28        ,                                                                               ,0120050001111,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6627,6627            ,6679.jp2           ,/krt/image/6679.jp2
"28 Almelo, 1883"                                                                                                                                                                                            ,                      ,      ,                      ,                                       ,1883            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,28_1883        ,Verkend in 1848 Gegraveerd Top. Bureau 1860.                                                                                                                                                  ,HERZIEN 1883                                                                         ,1848         ,1860      ,            ,            ,                     ,                    ,       ,                 ,28        ,                                                                               ,0120050001112,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6628,6628            ,6680.jp2           ,/krt/image/6680.jp2
"28 Almelo, 1903"                                                                                                                                                                                            ,                      ,      ,                      ,                                       ,1903            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,28_1903        ,Verkend in 1848 Gegraveerd Top. Bureau 1860.                                                                                                                                                  ,1903                                                                                 ,1848         ,1860      ,            ,            ,                     ,                    ,       ,                 ,28        ,                                                                               ,0120050001113,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6629,6629            ,6681.jp2           ,/krt/image/6681.jp2
