editie,nr,titel,uitgever,uitgave,bewerkt,verkend,bijgewerkt,herzien,opname_jaar,basis_jaar,basis,schaal,bewerker,reproductie,opmerking,wsk,hw,we,image
4,57,VALKENSWAARD-OOST,,1974,,,,1973,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/57 Valkenswaard-Oost-1.jpg
4,57,VALKENSWAARD-OOST,,1974,,,,,,,,,,,,,H,,vierde_editie/57 Valkenswaard-Oost-2.jpg
4,58,ROERMOND-WEST,,1976,,,,1975,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/58 Roermond-West-1.jpg
4,58,ROERMOND-WEST,,1976,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/58 Roermond-West-2.jpg
4,58,ROERMOND-WEST,,1977,,,,,,,,,,,,,,W,vierde_editie/58 Roermond-West-3.jpg
4,58,ROERMOND-OOST,,1978,,,,1976,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/58 Roermond-Oost-1.jpg
4,58,ROERMOND-OOST,,1978,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/58 Roermond-Oost-2.jpg
4,59,PEER,,1967,,,,1965,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/59 Peer.jpg
4,60,SITTARD-WEST,,1969,,,,1968,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/60 Sittard-West.jpg
4,60,SITTARD-OOST,,1968,,,,1968,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/60 Sittard-Oost.jpg
4,61,MAASTRICHT,,1970,,,,1970,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/61 Maastricht.jpg
4,62,HEERLEN-WEST,,1970,,,,1969,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/62 Heerlen-West.jpg
4BIS,18,TER APEL,,1979,,,,1978,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,edit_4bis/18 Ter Apel-1.jpg
4BIS,18,TER APEL,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,edit_4bis/18 Ter Apel-2.jpg
4BIS,18,TER APEL,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,edit_4bis/18 Ter Apel-3.jpg
4BIS,20,LELYSTAD-WEST,,1973,,,,1972,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,edit_4bis/20 Lelystad-West-1.jpg
4BIS,20,LELYSTAD-WEST,,1973,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,edit_4bis/20 Lelystad-West-2.jpg
4BIS,20,LELYSTAD-WEST,,1973,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,edit_4bis/20 Lelystad-West-3.jpg
4BIS,21,ZWOLLE-WEST,,1975,,,,1973,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,edit_4bis/21 Zwolle-West-1.jpg
4BIS,21,ZWOLLE-WEST,,1975,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,
4BIS,21,ZWOLLE-WEST,,1975,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,
4BIS,22,COEVORDEN-WEST,,1979,,,,1977,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,edit_4bis/22 Coevorden-West-1.jpg
4BIS,22,COEVORDEN-WEST,,1978,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,edit_4bis/22 Coevorden-West-2.jpg
4BIS,22,COEVORDEN-WEST,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,edit_4bis/22 Coevorden-West-3.jpg
4BIS,22,COEVORDEN-OOST,,1980,,,,1978,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,edit_4bis/22 Coevorden-Oost-1.jpg
4BIS,22,COEVORDEN-OOST,,1980,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,edit_4bis/22 Coevorden-Oost-2.jpg
4BIS,22,COEVORDEN-OOST,,1980,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,edit_4bis/22 Coevorden-Oost-3.jpg
4BIS,26,HARDERWIJK-WEST,,1972,,,,1972,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,edit_4bis/26 Harderwijk-West-1.jpg
4BIS,26,HARDERWIJK-WEST,,1972,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,edit_4bis/26 Harderwijk-West-2.jpg
4BIS,26,HARDERWIJK-WEST,,1972,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,edit_4bis/26 Harderwijk-West-3.jpg
4BIS,26,HARDERWIJK-OOST,,1973,,,,1972,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,edit_4bis/26 Harderwijk-Oost-1.jpg
4BIS,26,HARDERWIJK-OOST,,1973,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,edit_4bis/26 Harderwijk-Oost-2.jpg
5,1,TERSCHELLING-WEST,,1971,,,,1971,,,,,"afdeling Waterstaatskartografie, directie Waterhuishouding en Waterbeweging van de Rijkswaterstaat",Topografische Dienst,,,,,vijfde_editie/01 Terschelling-West-1.jpg
5,1,TERSCHELLING-WEST,directie Waterhuishouding en Waterbeweging,1971,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/01 Terschelling-West-2.jpg
5,1,TERSCHELLING-OOST,directie Waterhuishouding en Waterbeweging,1972,,,,1972,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/01 Terschelling-Oost-1.jpg
5,1,TERSCHELLING-OOST,directie Waterhuishouding en Waterbeweging,1972,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/01 Terschelling-Oost-2.jpg
5,2,SCHIERMONNIKOOG-WEST,directie Waterhuishouding en Waterbeweging,1972,,,,1972,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/02 Schiermonnikoog-West-1.jpg
5,2,SCHIERMONNIKOOG-WEST,directie Waterhuishouding en Waterbeweging,1972,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/02 Schiermonnikoog-West-2.jpg
5,2,SCHIERMONNIKOOG-OOST,directie Waterhuishouding en Waterbeweging,1974,,,,1973,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/02 Schiermonnikoog-Oost-1.jpg
5,2,SCHIERMONNIKOOG-OOST,directie Waterhuishouding en Waterbeweging,1974,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/02 Schiermonnikoog-Oost-2.jpg
5,2,SCHIERMONNIKOOG-OOST,directie Waterhuishouding en Waterbeweging,1974,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/02 Schiermonnikoog-Oost-3.jpg
5,3,UITHUIZEN-WEST,directie Waterhuishouding en Waterbeweging,1975,,,,1974,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/03 Uithuizen-West-1.jpg
5,3,UITHUIZEN-WEST,directie Waterhuishouding en Waterbeweging,1975,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/03 Uithuizen-West-2.jpg
5,3,UITHUIZEN-WEST,directie Waterhuishouding en Waterbeweging,1975,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/03 Uithuizen-West-3.jpg
5,3,UITHUIZEN-OOST,directie Waterhuishouding en Waterbeweging,1975,,,,1974,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/03 Uithuizen-Oost-1.jpg
5,3,UITHUIZEN-OOST,directie Waterhuishouding en Waterbeweging,1975,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/03 Uithuizen-Oost-2.jpg
5,3,UITHUIZEN-OOST,directie Waterhuishouding en Waterbeweging,1975,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/03 Uithuizen-Oost-3.jpg
5,5,HARLINGEN-WEST,directie Waterhuishouding en Waterbeweging,1972,,,,1972,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/05 Harlingen-West-1.jpg
5,5,HARLINGEN-WEST,directie Waterhuishouding en Waterbeweging,1972,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/05 Harlingen-West-2.jpg
5,5,HARLINGEN-OOST,directie Waterhuishouding en Waterbeweging,1974,,,,1972,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/05 Harlingen-Oost-1.jpg
5,5,HARLINGEN-OOST,directie Waterhuishouding en Waterbeweging,1974,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/05 Harlingen-Oost-2.jpg
5,5,HARLINGEN-OOST,directie Waterhuishouding en Waterbeweging,1974,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/05 Harlingen-Oost-3.jpg
5,6,LEEUWARDEN-WEST,directie Waterhuishouding en Waterbeweging,1975,,,,1973,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/06 Leeuwarden-West-1.jpg
5,6,LEEUWARDEN-WEST,directie Waterhuishouding en Waterbeweging,1975,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/06 Leeuwarden-West-2.jpg
5,6,LEEUWARDEN-WEST,directie Waterhuishouding en Waterbeweging,1975,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/06 Leeuwarden-West-3.jpg
5,6,LEEUWARDEN-OOST,directie Waterhuishouding en Waterbeweging,1977,,,,1975,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/06 Leeuwarden-Oost-1.jpg
5,6,LEEUWARDEN-OOST,directie Waterhuishouding en Waterbeweging,1977,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/06 Leeuwarden-Oost-2.jpg
5,6,LEEUWARDEN-OOST,directie Waterhuishouding en Waterbeweging,1977,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/06 Leeuwarden-Oost-3.jpg
5,7,GRONINGEN-WEST,directie Waterhuishouding en Waterbeweging,1979,,,,1976,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/07 Groningen-West-1.jpg
5,7,GRONINGEN-WEST,directie Waterhuishouding en Waterbeweging,1979,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/07 Groningen-West-2.jpg
5,7,GRONINGEN-WEST,directie Waterhuishouding en Waterbeweging,1979,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/07 Groningen-West-3.jpg
5,7,GRONINGEN-OOST,directie Waterhuishouding en Waterbeweging,1979,,,,1977,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/07 Groningen-Oost-1.jpg
5,7,GRONINGEN-OOST,directie Waterhuishouding en Waterbeweging,1979,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/07 Groningen-Oost-2.jpg
5,7,GRONINGEN-OOST,directie Waterhuishouding en Waterbeweging,1979,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/07 Groningen-Oost-3.jpg
5,8,NIEUWESCHANS,directie Waterhuishouding en Waterbeweging,1978,,,,1976,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/08 Nieuweschans-1.jpg
5,8,NIEUWESCHANS,directie Waterhuishouding en Waterbeweging,1978,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/08 Nieuweschans-2.jpg
5,8,NIEUWESCHANS,directie Waterhuishouding en Waterbeweging,1978,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/08 Nieuweschans-3.jpg
5,9,DEN HELDER,"meetkundige dienst, delft",1984,,,,,1983,1972,"Topografische kaart 1972, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",,Ja,,,vijfde_editie/09 Den Helder-1.jpg
5,9,DEN HELDER,"meetkundige dienst, delft",1984,,,,,1983,1972,"Topografische kaart 1972, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",,,H,,vijfde_editie/09 Den Helder-2.jpg
5,10,SNEEK-WEST,directie Waterhuishouding en Waterbeweging,1972,,,,1972,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/10 Sneek-West-1.jpg
5,10,SNEEK-WEST,directie Waterhuishouding en Waterbeweging,1972,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/10 Sneek-West-2.jpg
5,10,SNEEK-WEST,directie Waterhuishouding en Waterbeweging,1972,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/10 Sneek-West-3.jpg
5,10,SNEEK-OOST,directie Waterhuishouding en Waterbeweging,1972,,,,1971,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/10 Sneek-Oost-1.jpg
5,10,SNEEK-OOST,directie Waterhuishouding en Waterbeweging,1972,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/10 Sneek-Oost-2.jpg
5,11,HEERENVEEN-WEST,directie Waterhuishouding en Waterbeweging,1975,,,,1974,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/11 Heerenveen-West-1.jpg
5,11,HEERENVEEN-WEST,directie Waterhuishouding en Waterbeweging,1975,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/11 Heerenveen-West-2.jpg
5,11,HEERENVEEN-WEST,directie Waterhuishouding en Waterbeweging,1975,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/11 Heerenveen-West-3.jpg
5,11,HEERENVEEN-OOST,directie Waterhuishouding en Waterbeweging,1977,,,,1975,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/11 Heerenveen-Oost-1.jpg
5,11,HEERENVEEN-OOST,directie Waterhuishouding en Waterbeweging,1977,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,\rBreder formaat,,H,,vijfde_editie/11 Heerenveen-Oost-2.jpg
5,11,HEERENVEEN-OOST,directie Waterhuishouding en Waterbeweging,1977,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/11 Heerenveen-Oost-3.jpg
5,12,ASSEN-WEST,directie Waterhuishouding en Waterbeweging,1977,,,,1975,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/12 Assen-West-1.jpg
5,12,ASSEN-WEST,directie Waterhuishouding en Waterbeweging,1977,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/12 Assen-West-2.jpg
5,12,ASSEN-WEST,directie Waterhuishouding en Waterbeweging,1977,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/12 Assen-West-3.jpg
5,12,ASSEN-OOST,directie Waterhuishouding en Waterbeweging,1980,,,,1978,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/12 Assen-Oost-1.jpg
5,12,ASSEN-OOST,directie Waterhuishouding en Waterbeweging,1980,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/12 Assen-Oost-2.jpg
5,12,ASSEN-OOST,directie Waterhuishouding en Waterbeweging,1980,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/12 Assen-Oost-3.jpg
5,13,WINSCHOTEN,directie Waterhuishouding en Waterbeweging,1980,,,,1978,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/13 Winschoten-1.jpg
5,13,WINSCHOTEN,directie Waterhuishouding en Waterbeweging,1980,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,\rBreder formaat,,H,,vijfde_editie/13 Winschoten-2.jpg
5,13,WINSCHOTEN,directie Waterhuishouding en Waterbeweging,1980,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/13 Winschoten-3.jpg
5,14,MEDEMBLIK-WEST,"meetkundige dienst, delft",1985,,,,,1983,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",,Ja,,,vijfde_editie/14 Medemblik-West-1.jpg
5,14,MEDEMBLIK-WEST,"meetkundige dienst, delft",1984,,,,,1982,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1982","Topografische Dienst, Emmen",,,H,,vijfde_editie/14 Medemblik-West-2.jpg
5,14,MEDEMBLIK-WEST,"meetkundige dienst, delft",1984,,,,,1983,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",,,,W,vijfde_editie/14 Medemblik-West-3.jpg
5,14,MEDEMBLIK-OOST,"meetkundige dienst, delft",1984,,,,,1983,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",,Ja,,,vijfde_editie/14 Medemblik-Oost-1.jpg
5,14,MEDEMBLIK-OOST,"meetkundige dienst, delft",1984,,,,,1983,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",,,H,,vijfde_editie/14 Medemblik-Oost-2.jpg
5,14,MEDEMBLIK-OOST,"meetkundige dienst, delft",1984,,,,,1983,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",,,,W,vijfde_editie/14 Medemblik-Oost-3.jpg
5,15,STAVEREN-WEST,directie Waterhuishouding en Waterbeweging,1973,,,,1972,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/15 Staveren-West-1.jpg
5,15,STAVEREN-WEST,directie Waterhuishouding en Waterbeweging,1973,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/15 Staveren-West-2.jpg
5,15,STAVEREN-WEST,directie Waterhuishouding en Waterbeweging,1973,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/15 Staveren-West-3.jpg
5,16,STEENWIJK-OOST,"meetkundige dienst, delft",1991,,,,,1990,1987,"Topografische kaart 1987, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1990","Topografische Dienst, Emmen",,Ja,,,vijfde_editie/16 Steenwijk-Oost-1.jpg
5,16,STEENWIJK-OOST,"meetkundige dienst, delft",1991,,,,,1990,1987,"Topografische kaart 1987, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1990","Topografische Dienst, Emmen",,,H,,vijfde_editie/16 Steenwijk-Oost-2.jpg
5,16,STEENWIJK-OOST,"meetkundige dienst, delft",1991,,,,,1990,1987,"Topografische kaart 1987, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1990","Topografische Dienst, Emmen",,,,W,
5,17,EMMEN-WEST,"meetkundige dienst, delft",1990,,,,,1989,1984,"Topografische kaart 1984, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1989","Topografische Dienst, Emmen",,Ja,,,vijfde_editie/17 Emmen-West-1.jpg
5,17,EMMEN-WEST,"meetkundige dienst, delft",1990,,,,,1989,1984,"Topografische kaart 1984, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1989","Topografische Dienst, Emmen",,,H,,vijfde_editie/17 Emmen-West-2.jpg
5,17,EMMEN-WEST,"meetkundige dienst, delft",1990,,,,,1989,1984,"Topografische kaart 1984, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1989","Topografische Dienst, Emmen",,,,W,vijfde_editie/17 Emmen-West-3.jpg
5,17,EMMEN-OOST,"meetkundige dienst, delft",1990,,,,,1988,1988,"Topografische kaart 1988, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1988","Topografische Dienst, Emmen",,Ja,,,vijfde_editie/17 Emmen-Oost-1.jpg
5,17,EMMEN-OOST,"meetkundige dienst, delft",1991,,,,,1988,1988,"Topografische kaart 1988, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1988","Topografische Dienst, Emmen",,,H,,vijfde_editie/17 Emmen-Oost-2.jpg
5,17,EMMEN-OOST,"meetkundige dienst, delft",1990,,,,,1988,1988,"Topografische kaart 1988, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1988","Topografische Dienst, Emmen",,,,W,vijfde_editie/17 Emmen-Oost-3.jpg
5,18,TER APEL,"meetkundige dienst, delft",1991,,,,,1988,1988,"Topografische kaart 1988, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1988","Topografische Dienst, Emmen",,Ja,,,vijfde_editie/18 Ter Apel-1.jpg
5,18,TER APEL,"meetkundige dienst, delft",1991,,,,,1988,1988,"Topografische kaart 1988, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1988","Topografische Dienst, Emmen",,,H,,vijfde_editie/18 Ter Apel-2.jpg
5,18,TER APEL,"meetkundige dienst, delft",1991,,,,,1988,1988,"Topografische kaart 1988, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1988","Topografische Dienst, Emmen",,,,W,vijfde_editie/18 Ter Apel-3.jpg
5,19,ALKMAAR-WEST,"meetkundige dienst, delft",1984,,,,,1982,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1982","Topografische Dienst, Emmen",,Ja,,,vijfde_editie/19 Alkmaar-West-1.jpg
5,19,ALKMAAR-WEST,"meetkundige dienst, delft",1984,,,,,1982,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1982","Topografische Dienst, Emmen",,,H,,vijfde_editie/19 Alkmaar-West-2.jpg
5,19,ALKMAAR-WEST,"meetkundige dienst, delft",1984,,,,,1982,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1982","Topografische Dienst, Emmen",,,,W,vijfde_editie/19 Alkmaar-West-3.jpg
5,19,ALKMAAR-OOST,"meetkundige dienst, delft",1985,,,,,1982,1982,"Topografische kaart 1982, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1982","Topografische Dienst, Emmen",,Ja,,,vijfde_editie/19 Alkmaar-Oost-1.jpg
5,19,ALKMAAR-OOST,"meetkundige dienst, delft",1984,,,,,1982,1971,"Topografische kaart 1971, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1982","Topografische Dienst, Emmen",,,H,,vijfde_editie/19 Alkmaar-Oost-2.jpg
5,19,ALKMAAR-OOST,"meetkundige dienst, delft",1984,,,,,1982,1981,"Topografische kaart 1981, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1982","Topografische Dienst, Emmen",,,,W,vijfde_editie/19 Alkmaar-Oost-3.jpg
5,20,LELYSTAD,"meetkundige dienst, delft",1990,,,,,1988,1987,"Topografische kaart 1987, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1988","Topografische Dienst, Emmen",,Ja,,,vijfde_editie/20 Lelystad-1.jpg
5,20,LELYSTAD,"meetkundige dienst, delft",1990,,,,,1988,1987,"Topografische kaart 1987, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1988","Topografische Dienst, Emmen",,,,W,vijfde_editie/20 Lelystad-3.jpg
5,21,ZWOLLE-WEST,"meetkundige dienst, delft",1990,,,,,1987,1974,"Topografische kaart 1974, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen",,Ja,,,vijfde_editie/21 Zwolle-West-1.jpg
5,21,ZWOLLE-WEST,"meetkundige dienst, delft",1988,,,,,1987,1974,"Topografische kaart 1974, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen",,,H,,vijfde_editie/21 Zwolle-West-2.jpg
5,21,ZWOLLE-WEST,"meetkundige dienst, delft",1990,,,,,1988,1987,"Topografische kaart 1987, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1988","Topografische Dienst, Emmen",,,,W,vijfde_editie/21 Zwolle-West-3.jpg
5,21,ZWOLLE-OOST,directie Waterhuishouding en Waterbeweging,1978,,,,1976,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,Ja,,,vijfde_editie/21 Zwolle-Oost-1.jpg
5,21,ZWOLLE-OOST,directie Waterhuishouding en Waterbeweging,1978,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,H,,vijfde_editie/21 Zwolle-Oost-2.jpg
5,21,ZWOLLE-OOST,directie Waterhuishouding en Waterbeweging,1978,,,,,,,,,afdeling Waterstaatskartografie,Topografische Dienst,,,,W,vijfde_editie/21 Zwolle-Oost-3.jpg
5,22,COEVORDEN-WEST,"meetkundige dienst, delft",1990,,,,,1989,1988,"Topografische kaart 1988, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1989","Topografische Dienst, Emmen",,Ja,,,vijfde_editie/22 Coevorden-West-1.jpg
5,22,COEVORDEN-WEST,"meetkundige dienst, delft",1990,,,,,1989,1988,"Topografische kaart 1988, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1989","Topografische Dienst, Emmen",,,H,,vijfde_editie/22 Coevorden-West-2.jpg
5,22,COEVORDEN-WEST,"meetkundige dienst, delft",1990,,,,,1988,1987,"Topografische kaart 1987, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1988","Topografische Dienst, Emmen",,,,W,vijfde_editie/22 Coevorden-West-3.jpg
