editie,nr,titel,uitgever,uitgave,bewerkt,verkend,bijgewerkt,herzien,opname_jaar,basis_jaar,basis,schaal,bewerker,reproductie,opmerking,wsk,hw,we,image
2,60,SITTARD 1,Top. Inrichting,,,,,1927,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/60 Sittard-1.jpg
2,60,SITTARD 2,Top. Inrichting,,,,,1927,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/60 Sittard-2.jpg
2,60,SITTARD 3,Top. Inrichting,,,,,1927,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/60 Sittard-3.jpg
2,61,MAASTRICHT,Top. Dienst,,,,,1933,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/61 Maastricht.jpg
2,62,HEERLEN 1,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/62 Heerlen-1.jpg
2,62,HEERLEN 2,Top. Inrichting,,,,,1930,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/62 Heerlen-2.jpg
2,62,HEERLEN 3,Top. Dienst,,,,,1930,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/62 Heerlen-3.jpg
2BIS,30,'S-GRAVENHAGE (WEST en OOST),,,,,1944,1941,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,edit_2bis/30 's-Gravenhage-West en Oost.jpg
2BIS,42,ZIERIKZEE,,,,,1946,1942,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,edit_2bis/42 Zierikzee.jpg
2BIS,43,WILLEMSTAD (WEST),,,,,1942,1939,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,edit_2bis/43 Willemstad-West.jpg
2BIS,44,GEERTRUIDENBERG (WEST),,,,,1941,1938,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,edit_2bis/44 Geertruidenberg-West.jpg
2BIS,45,'S HERTOGENBOSCH WEST,,,,1943-1944,1949,,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,edit_2bis/45 's-Hertogenbosch-West.jpg
2BIS,45,'S HERTOGENBOSCH OOST,,,,1947,,,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,edit_2bis/45 's-Hertogenbosch-Oost.jpg
2BIS,48,MIDDELBURG WEST,,,,,1949,1943,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,edit_2bis/48 Middelburg-West.jpg
2BIS,48,MIDDELBURG OOST,,,,,1948,1944,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,edit_2bis/48 Middelburg-Oost.jpg
2BIS,49,BERGEN OP ZOOM (WEST),,,,,1941,1939,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,edit_2bis/49 Bergen op Zoom-West.jpg
2BIS,49,BERGEN OP ZOOM OOST,,,,,,1953,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,edit_2bis/49 Bergen op Zoom-Oost.jpg
2BIS,51,EINDHOVEN WEST,,,,,,1947,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,edit_2bis/51 Eindhoven-West.jpg
3,1,AMELAND,,,,,,1941,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/01 Ameland.jpg
3,[1],TERSCHELLING,,,,,1947,1946,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/01 Terschelling.jpg
3,2,SCHIERMONNIKOOG (WEST),,,,,,1941,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/02 Schiermonnikoog-West.jpg
3,2,SCHIERMONNIKOOG OOST,,,,,,1946,,,,,Algemeene Dienst Rijkswaterstaat,"firma P.J. Mulder en Zoon, Leiden",,,,,derde_editie/02 Schiermonnikoog-Oost.jpg
3,3,UITHUIZEN WEST,,,,,,1946,,,,,Algemene Dienst Rijkswaterstaat,"firma P.J. Mulder en Zoon, Leiden",,,,,derde_editie/03 Uithuizen-West.jpg
3,3,UITHUIZEN (OOST),,,,,,1946,,,,,Algemeene Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/03 Uithuizen-Oost.jpg
3,4,VLIELAND,,,,,,1947,,,,,Algemene Dienst Rijkswaterstaat,"firma P.J. Mulder en Zoon, Leiden",,,,,derde_editie/04 Vlieland.jpg
3,[5],HARLINGEN-SNEEK,,,,,,1941,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/05 Harlingen-Sneek.jpg
3,5,HARLINGEN OOST,,,,,1942,1938,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/05 Harlingen-Oost.jpg
3,6,LEEUWARDEN WEST,,,,,1947,1945,,,,,Algemeene Dienst Rijkswaterstaat,N.V. Lithografie v/h S. Lankhout en Co.,,,,,derde_editie/06 Leeuwarden-West.jpg
3,6,LEEUWARDEN (OOST),,,,,1948,1942,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/06 Leeuwarden-Oost.jpg
3,7,GRONINGEN (WEST),,,,1930,1935,,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/07 Groningen-West.jpg
3,7,GRONINGEN (OOST),,,,1930,1935,,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/07 Groningen-Oost.jpg
3,8,NIEUWE SCHANS,,,,1930,1935,,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/08 Nieuweschans.jpg
3,9,DEN HELDER,,,,,,1940,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/09 Den Helder.jpg
3,[10],SNEEK-STAVERen,,,,,,1948,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/10 Sneek-Staveren.jpg
3,10,SNEEK OOST,,,,,,1947-1949,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/10 Sneek-Oost.jpg
3,11,HEERENVEEN WEST,,,,,,1947,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/11 Heerenveen-West.jpg
3,11,HEERENVEEN OOST,,,,,,1947-1948,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/11 Heerenveen-Oost.jpg
3,12,ASSEN (WEST),,,,,,1942,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/12 Assen-West.jpg
3,12,ASSEN (OOST),,,,,,1943-1944,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/12 Assen-Oost.jpg
3,13,BOERTANGE,,,,,1953,1950,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,\rMet bijvel,,,,derde_editie/13 Boertange.jpg
3,14,MEDEMBLIK WEST,,,,,1951,1949,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/14 Medemblik-West.jpg
3,14,MEDEMBLIK OOST,,,,,1946,1942,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/14 Medemblik-Oost.jpg
3,15,LEMMER,,,,,,1952,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/15 Lemmer.jpg
3,16,STEENWIJK-WEST,,,,,,1957,,,,,"Rijkswaterstaat, Directie Algemene Dienst",,,,,,derde_editie/16 Steenwijk-West.jpg
3,16,STEENWIJK OOST,,,,,,1952-1953,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/16 Steenwijk-Oost.jpg
3,17,BEILEN WEST,,,,,,1951-1952,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/17 Beilen-West.jpg
3,17,BEILEN OOST,,,,,,1953,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/17 Beilen-Oost.jpg
3,18,ROSWINKEL,,,,,,1951-1952,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/18 Roswinkel.jpg
3,19,ALKMAAR WEST,,,,,1951,1949,,,,,alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/19 Alkmaar-West.jpg
3,19,ALKMAAR OOST,,,,,1947,1943,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/19 Alkmaar-Oost.jpg
3,15-20,ENKHUIZEN,,,,,,1944,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/15-20 Enkhuizen.jpg
3,20,URK,,,,,,1954,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/20 Urk.jpg
3,21,ZWOLLE (WEST),,,,1930,,1934,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/21 Zwolle-West.jpg
3,21,ZWOLLE (OOST),,,,,,1937,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/21 Zwolle-Oost.jpg
3,22,COEVORDEN-OOST,,1960,,,,1959,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/22 Coevorden-Oost.jpg
3,22,COEVORDEN WEST,,,,,,1951,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/22 Coevorden-West.jpg
3,23,NIEUW-SCHOONEBEEK,,1960,,,,1959,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/23 Nieuw-Schoonebeek.jpg
3,24,HILLEGOM,,,,,1943,1941,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/24 Hillegom.jpg
3,25,AMSTERDAM WEST,,,,,1950,1948,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/25 Amsterdam-West.jpg
3,25,AMSTERDAM OOST,,,,,1950,1947,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/25 Amsterdam-Oost.jpg
3,26,HARDERWIJK WEST,,,,,,1952,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/26 Harderwijk-West.jpg
3,26,HARDERWIJK (OOST),,,,,,1942,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/26 Harderwijk-Oost.jpg
3,27,HATTEM-WEST,,1965,,,,1960-1963,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/27 Hattem-West.jpg
3,27,HATTEM OOST,,,,,,1954-1955,,,,,"Rijkswaterstaat, Directie Algemene Dienst en Waterhuishouding",J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/27 Hattem-Oost.jpg
3,28,ALMELO-WEST,,,,,,1954-1955,,,,,"Rijkswaterstaat, Directie Algemene Dienst en Waterhuishouding",J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/28 Almelo-West.jpg
3,28,ALMELO OOST,,,,,,1954,,,,,"Rijkswaterstaat, Directie Algemene Dienst en Waterhuishouding",Topografische Dienst,,,,,derde_editie/28 Almelo-Oost.jpg
3,29,DENEKAMP,,,,,,1952-1953,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/29 Denekamp.jpg
3,30,'S-GRAVENHAGE-WEST,,1960,,,,1959,,,,,"Rijkswaterstaat, Directie Algemene Dienst","Rijkswaterstaat, Directie Algemene Dienst",,,,,derde_editie/30 's-Gravenhage-West.jpg
3,30,'S-GRAVENHAGE-OOST,,1960,,,,1959,,,,,"Rijkswaterstaat, Directie Algemene Dienst",Topografische Dienst,,,,,derde_editie/30 's-Gravenhage-Oost.jpg
3,31,UTRECHT-WEST,,1961,,,,1959,,,,,"Rijkswaterstaat, Directie Algemene Dienst",Topografische Dienst,,,,,derde_editie/31 Utrecht-West.jpg
3,31,UTRECHT OOST,,,,,1952,1950,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/31 Utrecht-Oost.jpg
3,32,AMERSFOORT WEST,,,,,1953,1952,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/32 Amersfoort-West.jpg
3,32,AMERSFOORT OOST,,,,,1953,1951,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/32 Amersfoort-Oost.jpg
3,33,ZUTPHEN-WEST,,,,,,1959,,,,,"Rijkswaterstaat, Directie Algemene Dienst",J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/33 Zutphen-West.jpg
3,33,ZUTPHEN-OOST,,1960,,,,1959,,,,,"Rijkswaterstaat, Directie Algemene Dienst","Rijkswaterstaat, Directie Algemene Dienst",,,,,derde_editie/33 Zutphen-Oost.jpg
3,34,GROENLO WEST,,,,1952-1953,,,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,\rMet los bijvel,,,,derde_editie/34 Groenlo-West.jpg
3,34,GROENLO OOST,,,,,,1953-1954,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,\rMet los bijvel,,,,derde_editie/34 Groenlo-Oost.jpg
3,36,GOEDEREEDE,,1962,,,,1960,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/36 Goedereede.jpg
3,37,ROTTERDAM-WEST,,,,,1956,1954,,,,,"Rijkswaterstaat, Directie Algemene Dienst en Waterhuishouding",J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/37 Rotterdam-West.jpg
3,37,ROTTERDAM-OOST,,1966,,,,1964,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/37 Rotterdam-Oost.jpg
3,38,GORINCHEM (WEST),,,,,1941,1938,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/38 Gorinchem-West.jpg
3,38,GORINCHEM OOST,,,,,1952,1950,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/38 Gorinchem-Oost.jpg
3,39,RHENEN WEST,,,,,1954,1953,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/39 Rhenen-West.jpg
3,39,RHENEN OOST,,,,,1954,1953,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/39 Rhenen-Oost.jpg
3,40,ARNHEM WEST,,,,1951,,,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/40 Arnhem-West.jpg
3,40,ARNHEM OOST,,,,1951-1952,,,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/40 Arnhem-Oost.jpg
3,41,AALTEN WEST,,,,1952-1953,,,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/41 Aalten-West.jpg
3,41,AALTEN OOST,,,,1952,,,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/41 Aalten-Oost.jpg
3,42,ZIERIKZEE-WEST,,1962,,,,1959,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/42 Zierikzee-West.jpg
3,42,ZIERIKZEE-OOST,,1963,,,,1960,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/42 Zierikzee-Oost.jpg
3,43,WILLEMSTAD-WEST,,1963,,,,1960,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/43 Willemstad-West.jpg
3,43,WILLEMSTAD-OOST,,1963,,,,1960,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/43 Willemstad-Oost.jpg
3,44,GEERTRUIDENBERG-WEST,,1966,,,,1960,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/44 Geertruidenberg-West.jpg
3,44,GEERTRUIDENBERG OOST,,,,1943,1946,,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/44 Geertruidenberg-Oost.jpg
3,45,'S-HERTOGENBOS-WEST,,1961,,,,1959,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/45 's-Hertogenbosch-West.jpg
3,45,'S-HERTOGENBOSCH-OOST,,1960,,,,1959,,,,,"Rijkswaterstaat, Directie Algemene Dienst","Rijkswaterstaat, Directie Algemene Dienst",,,,,derde_editie/45 's-Hertogenbosch-Oost.jpg
3,[46],VIERLINGSBEEK,,,,1950,,,,,,,Algemene Dienst Rijkswaterstaat,"fa P.J. Mulder en Zoon, Leiden",\rMet los bijvel,,,,derde_editie/46 Vierlingsbeek.jpg
3,47,CADZAND,,1963,,,,1961,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/47 Cadzand.jpg
3,48,MIDDELBURG-WEST,,1962,,,,1960,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/48 Middelburg-West.jpg
3,48,MIDDELBURG-OOST,,,,1959,,,,,,,"Rijkswaterstaat, Directie Algemene Dienst",J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/48 Middelburg-Oost.jpg
3,49,BERGEN OP ZOOM-WEST,,1966,,,,1965,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/49 Bergen op Zoom-West.jpg
3,49,BERGEN OP ZOOM-OOST,,1967,,,,1966,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/49 Bergen op Zoom-Oost.jpg
3,50,BREDA WEST,,,,,,1953,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/50 Breda-West.jpg
3,50,BREDA OOST,,,,1953,,,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/50 Breda-Oost.jpg
3,51,EINDHOVEN-WEST,,1960,,,,1958,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/51 Eindhoven-West.jpg
3,51,EINDHOVEN-OOST,,1963,,,,1960,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,derde_editie/51 Eindhoven-Oost.jpg
3,52,VENLO WEST,,,,1950-1951,,,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/52 Venlo-West.jpg
3,52,VENLO OOST,,,,1950-1951,,,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,,,,,derde_editie/52 Venlo-Oost.jpg
3,53,SLUIS,,,,,,1936,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/53 Sluis.jpg
3,54,NEUZEN (WEST),,,,,,1936,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/54 Neuzen-West.jpg
3,54,NEUZEN (OOST),,,,,,1937,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/54 Neuzen-Oost.jpg
3,55,HULST,,,,,,1937,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,derde_editie/55 Hulst.jpg
3,57,VALKENSWAARD-WEST,,,,1949-1950,,,,,,,Algemene Dienst Rijkswaterstaat,"fa P.J. Mulder en Zoon, Leiden",,,,,derde_editie/57 Valkenswaard-West.jpg
3,57,VALKENSWAARD OOST,,,,,,1949,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,,,,,derde_editie/57 Valkenswaard-Oost.jpg
3,58,ROERMOND WEST,,,,,,1958,,,,,Rijkswaterstaat. Dir: Alg. Dienst,Topografische Dienst,,,,,derde_editie/58 Roermond-West.jpg
3,[58],ROERMOND OOST,,,,1950-1951,,,,,,,Algemene Dienst Rijkswaterstaat,"J.J. Groen & Zn. N.V., Leiden",,,,,derde_editie/58 Roermond-Oost.jpg
3,60,SITTARD,,,,1953,1958,,,,,,Rijkswaterstaat. Dir: Alg. Dienst en Waterhuishouding,Topografische Dienst,,,,,derde_editie/60 Sittard.jpg
3,61-62,MAASTRICHT,,,,,,1953,,,,,"Rijkswaterstaat, Directie Algemene Dienst en Waterhuishouding","J.J. Groen & Zn. N.V., Leiden",\rMet los bijvel,,,,derde_editie/61-62 Maastricht.jpg
3BIS,39,RHENEN-OOST,,1967,,,,1964,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,edit_3bis/39 Rhenen-Oost.jpg
3BIS,52,VENLO-WEST,,1963,,,,1960,,,,,Rijkswaterstaat Algemene Dienst,Topografische Dienst,,,,,edit_3bis/52 Venlo-West.jpg
3BIS,53,SLUIS,,1963-1964,,,,1962,,,,,Rijkswaterstaat Algemene Dienst,Topografische Dienst,,,,,edit_3bis/53 Sluis.jpg
3BIS,54,TERNEUZEN-WEST,,1965,,,,1962,,,,,Rijkswaterstaat Algemene Dienst,Topografische Dienst,,,,,edit_3bis/54 Terneuzen-West.jpg
3BIS,54,TERNEUZEN-OOST,,1966,,,,1964,,,,,Rijkswaterstaat Algemene Dienst,Topografische Dienst,,,,,edit_3bis/54 Terneuzen-Oost.jpg
3BIS,55,HULST-WEST,,1966,,,,1965,,,,,Rijkswaterstaat Algemene Dienst,Topografische Dienst,,,,,edit_3bis/55 Hulst-West.jpg
3,56,HERENTALS-OOST,,1968,,1967,,,,,,,Rijkswaterstaat Algemene Dienst,Topografische Dienst,,,,,edit_3bis/56 Herentals-Oost.jpg
3BIS,57,VALKENSWAARD-WEST,,1964,,,,1961,,,,,Rijkswaterstaat Algemene Dienst,Topografische Dienst,,,,,edit_3bis/57 Valkenswaard-West.jpg
4,1,AMELAND-WEST,,1965,,,,1964,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/01 Ameland-West.jpg
4,1,AMELAND-OOST,,1965,,,,1964,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/01 Ameland-Oost.jpg
4,2,SCHIERMONNIKOOG-WEST,,1965,,,,1964,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/02 Schiermonnikoog-West.jpg
4,2,SCHIERMONNIKOOG-OOST,,1965,,,,1964,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/02 Schiermonnikoog-Oost.jpg
4,3,UITHUIZEN-WEST,,,,,,1955,,,,,"Rijkswaterstaat, Directie Algemene Dienst en Waterhuishouding","J.J. Groen & Zn. N.V., Leiden",,,,,vierde_editie/03 Uithuizen-West.jpg
4,3,UITHUIZEN-OOST,,1960,,,,1959,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/03 Uithuizen-Oost.jpg
4,4,VLIELAND-WEST,,1966,,,,1966,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/04 Vlieland-West.jpg
4,4,VLIELAND-OOST,,1966,,,,1966,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/04 Vlieland-Oost.jpg
4,5,HARLINGEN-WEST,,1965,,,,1964,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/05 Harlingen-West.jpg
4,5,HARLINGEN-OOST,,1966,,,,1964,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/05 Harlingen-Oost.jpg
4,6,LEEUWARDEN-WEST,,1967,,,,1966,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/06 Leeuwarden-West.jpg
4,6,LEEUWARDEN-OOST,,1967,,,,1966,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/06 Leeuwarden-Oost.jpg
4,7,GRONINGEN-WEST,,,,,,1953-1954,,,,,Rijkswaterstaat. Dir: Alg. Dienst en Waterhuishouding,Topografische Dienst,,,,,vierde_editie/07 Groningen-West.jpg
4,7,GRONINGEN-OOST,,1964,,,,1960,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/07 Groningen-Oost.jpg
4,8,NIEUWE SCHANS,,,,,,1957-1958,,,,,"Rijkswaterstaat, Directie Algemene Dienst","J.J. Groen & Zn. N.V., Leiden",,,,,vierde_editie/08 Nieuweschans.jpg
4,9,DEN HELDER-WEST,,1967,,,,1965,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/09 Den Helder-West.jpg
4,9,DEN HELDER-OOST,,1967,,,,1966,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/09 Den Helder-Oost.jpg
4,10,SNEEK-WEST,,1968,,,,1967,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/10 Sneek-West.jpg
4,11,HEERENVEEN-WEST,,1968,,,,1967,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/11 Heerenveen-West.jpg
4,11,HEERENVEEN-OOST,,1966,,,,1964,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/11 Heerenveen-Oost.jpg
4,12,ASSEN-WEST,,,,,,1955-1956,,,,,"Rijkswaterstaat, Directie Algemene Dienst en Waterhuishouding","J.J. Groen & Zn. N.V., Leiden",,,,,vierde_editie/12 Assen-West.jpg
4,12,ASSEN-OOST,,,,,,1956-1957,,,,,"Rijkswaterstaat, Directie Algemene Dienst en Waterhuishouding","J.J. Groen & Zn. N.V., Leiden",,,,,vierde_editie/12 Assen-Oost.jpg
4,13,BOERTANGE,,1968,,,,1966,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/13 Boertange.jpg
4,14,MEDEMBLIK-WEST,,1970,,,,1969,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/14 Medemblik-West.jpg
4,14,MEDEMBLIK-OOST,,1969,,,,1968,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/14 Medemblik-Oost.jpg
4,15,STAVEREN-WEST,,1967,,,,1967,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/15 Staveren-West.jpg
4,15,STAVEREN-OOST,,1970,,,,1969,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/15 Staveren-Oost.jpg
4,16,STEENWIJK-WEST,,1976,,,,1974,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/16 Steenwijk-West-1.jpg
4,16,STEENWIJK-WEST,,1976,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/16 Steenwijk-West-2.jpg
4,16,STEENWIJK-WEST,,1976,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/16 Steenwijk-West-3.jpg
4,16,STEENWIJK-OOST,,1978,,,,1976,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/16 Steenwijk-Oost-1.jpg
4,16,STEENWIJK-OOST,,1978,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,\rbreder formaat,,H,,vierde_editie/16 Steenwijk-Oost-2.jpg
