unitTitle (parent),unitTitle,unitDate,unitId,id
"Bladnr. 20 West, Lelystad (Enkhuizen-West).","Hydrologische waarnemingspunten, tweede uitgave, 1990",1990,2.16.5151 - 475,C381688667
"Bladnr. 20 West, Lelystad (Enkhuizen-West).","Watervoorzieningseenheden, eerste uitgave, 1973",1973,2.16.5151 - 476,C381688668
"Bladnr. 20 West, Lelystad (Enkhuizen-West).","Watervoorzieningseenheden, tweede uitgave, 1990",1990,2.16.5151 - 477,C381688669
"Bladnr. 21 Oost, Zwolle.","Eerste uitgave, Zwolle blad 2, 1883",1883,2.16.5151 - 483,C381688671
"Bladnr. 21 Oost, Zwolle.","Eerste uitgave, Zwolle blad 4, 1883",1883,2.16.5151 - 484,C381688672
"Bladnr. 21 Oost, Zwolle.","Tweede uitgave, Zwolle blad 4, 1923",1923,2.16.5151 - 485,C381688673
"Bladnr. 21 Oost, Zwolle.","Derde uitgave, Zwolle-Oost, 1937",1937,2.16.5151 - 486,C381688674
"Bladnr. 21 Oost, Zwolle.","Vierde uitgave, Zwolle-Oost, 1964",1964,2.16.5151 - 487,C381688675
"Bladnr. 21 Oost, Zwolle.","Vijfde uitgave, Zwolle-Oost, 1976",1976,2.16.5151 - 488,C381688676
"Bladnr. 21 Oost, Zwolle.","Hydrologische waarnemingspunten, eerste uitgave, 1978",1978,2.16.5151 - 489,C381688677
"Bladnr. 21 Oost, Zwolle.","Watervoorzieningseenheden, eerste uitgave, 1978",1978,2.16.5151 - 490,C381688678
"Bladnr. 21 West, Zwolle.","Eerste uitgave, Zwolle blad 1, 1882",1882,2.16.5151 - 492,C381688680
"Bladnr. 21 West, Zwolle.","Eerste uitgave, Zwolle blad 3, 1882",1882,2.16.5151 - 493,C381688681
"Bladnr. 21 West, Zwolle.","Tweede uitgave, Zwolle-West, 1934",1934,2.16.5151 - 494,C381688682
"Bladnr. 21 West, Zwolle.","Derde uitgave, Zwolle-West, 1958",1958,2.16.5151 - 495,C381688683
"Bladnr. 21 West, Zwolle.","Vierde uitgave, Zwolle-West, 1973",1973,2.16.5151 - 496,C381688684
"Bladnr. 21 West, Zwolle.","Vijfde editie, Zwolle-West uitgave 1990, 1987-1990",1987-1990,2.16.5151 - 497,C381688685
"Bladnr. 21 West, Zwolle.","Hydrologische waarnemingspunten, eerste uitgave 1975, 1975",1975,2.16.5151 - 498,C381688686
"Bladnr. 21 West, Zwolle.","Hydrologische waarnemingspunten, tweede uitgave, 1988",1988,2.16.5151 - 499,C381688687
"Bladnr. 21 West, Zwolle.","Watervoorzieningseenheden, eerste uitgave, 1975",1975,2.16.5151 - 500,C381688688
"Bladnr. 21 West, Zwolle.","Watervoorzieningseenheden, tweede uitgave, 1990",1990,2.16.5151 - 501,C381688689
"Bladnr. 22 Oost, Coevorden.","Eerste uitgave, Coevorden blad 2, 1885",1885,2.16.5151 - 503,C381688691
"Bladnr. 22 Oost, Coevorden.","Eerste uitgave, Coevorden blad 4, 1884",1884,2.16.5151 - 504,C381688692
"Bladnr. 22 Oost, Coevorden.","Tweede uitgave, Coevorden-Oost, 1941",1941,2.16.5151 - 505,C381688693
"Bladnr. 22 Oost, Coevorden.","Derde uitgave, Coevorden-Oost, 1959",1959,2.16.5151 - 506,C381688694
"Bladnr. 22 Oost, Coevorden.","Vierde uitgave, Coevorden-Oost, 1968",1968,2.16.5151 - 507,C381688695
"Bladnr. 22 Oost, Coevorden.","Vijfde opgave, Coevorden-Oost, 1978",1978,2.16.5151 - 508,C381688696
"Bladnr. 22 Oost, Coevorden.","Vijfde editie, Coevorden-Oost uitgave 1991, 1988-1991",1988-1991,2.16.5151 - 509,C381688697
"Bladnr. 22 Oost, Coevorden.","Hydrologische waarnemingspunten, eerste uitgave, 1980",1980,2.16.5151 - 510,C381688698
"Bladnr. 22 Oost, Coevorden.","Hydrologische waarnemingspunten, tweede uitgave, 1991",1991,2.16.5151 - 511,C381688699
"Bladnr. 22 Oost, Coevorden.","Watervoorzieningseenheden, eerste uitgave, 1980",1980,2.16.5151 - 512,C381688700
"Bladnr. 22 Oost, Coevorden.","Watervoorzieningseenheden, tweede uitgave, 1991",1991,2.16.5151 - 513,C381688701
"Bladnr. 22 West, Coevorden.","Eerste uitgave, Coevorden blad 1, 1885",1885,2.16.5151 - 515,C381688703
"Bladnr. 22 West, Coevorden.","Eerste uitgave, Coevorden blad 3, 1885",1885,2.16.5151 - 516,C381688704
"Bladnr. 22 West, Coevorden.","Tweede uitgave, Coevorden blad 1, 1929",1929,2.16.5151 - 517,C381688705
"Bladnr. 22 West, Coevorden.","Tweede uitgave, Coevorden blad 3, 1929",1929,2.16.5151 - 518,C381688706
"Bladnr. 22 West, Coevorden.","Derde uitgave, Coevorden-West, 1951",1951,2.16.5151 - 519,C381688707
"Bladnr. 22 West, Coevorden.","Randschrift bijlage, 1951",1951,2.16.5151 - 520,C381688708
"Bladnr. 22 West, Coevorden.","Vierde uitgave, Coevorden-West, 1967",1967,2.16.5151 - 521,C381688709
"Bladnr. 22 West, Coevorden.","Vijfde uitgave, Coevorden-West, 1977",1977,2.16.5151 - 522,C381688710
"Bladnr. 22 West, Coevorden.","Vijfde editie, Coevorden-West uitgave 1990, 1989-1990",1989-1990,2.16.5151 - 523,C381688711
"Bladnr. 22 West, Coevorden.","Hydrologische waarnemingspunten, eerste uitgave, 1978",1978,2.16.5151 - 524,C381688712
"Bladnr. 22 West, Coevorden.","Hydrologische waarnemingspunten, tweede uitgave, 1990",1990,2.16.5151 - 525,C381688713
"Bladnr. 22 West, Coevorden.","Watervoorzieningseenheden, eerste uitgave, 1979",1979,2.16.5151 - 526,C381688714
"Bladnr. 22 West, Coevorden.","Watervoorzieningseenheden, tweede uitgave, 1990",1990,2.16.5151 - 527,C381688715
"Bladnr. 23, Nieuw-Schoonebeek.","Eerste uitgave, Nieuw-Schoonebeek, 1885",1885,2.16.5151 - 529,C381688717
"Bladnr. 23, Nieuw-Schoonebeek.","Tweede uitgave, Nieuw-Schoonebeek, 1941",1941,2.16.5151 - 530,C381688718
"Bladnr. 23, Nieuw-Schoonebeek.","Derde uitgave, Nieuw-Schoonebeek, 1959",1959,2.16.5151 - 531,C381688719
"Bladnr. 23, Nieuw-Schoonebeek.","Vierde uitgave, Nieuw-Schoonebeek, 1968",1968,2.16.5151 - 532,C381688720
"Bladnr. 23, Nieuw-Schoonebeek.","Vijfde uitgave, Nieuw Schoonebeek, 1978",1978,2.16.5151 - 533,C381688721
"Bladnr. 23, Nieuw-Schoonebeek.","Hydrologische waarnemingspunten, eerste uitgave, 1980",1980,2.16.5151 - 534,C381688722
"Bladnr. 23, Nieuw-Schoonebeek.","Watervoorzieningseenheden, eerste uitgave, 1980",1980,2.16.5151 - 535,C381688723
"Bladnr. 24, Hillegom.","Eerste uitgave, Hillegom blad 1, 1866",1866,2.16.5151 - 563,C381688725
"Bladnr. 24, Hillegom.","Eerste uitgave, Hillegom blad 2, 1867",1867,2.16.5151 - 564,C381688726
"Bladnr. 24, Hillegom.","Tweede uitgave, Hillegom blad 1, 1899",1899,2.16.5151 - 565,C381688727
"Bladnr. 24, Hillegom.","Tweede uitgave, Hillegom blad 2, 1899",1899,2.16.5151 - 566,C381688728
"Bladnr. 24, Hillegom.","Derde uitgave, Hillegom, 1943",1943,2.16.5151 - 567,C381688729
"Bladnr. 24, Hillegom.","Vierde uitgave, Hillegom, 1964",1964,2.16.5151 - 568,C381688730
"Bladnr. 24, Hillegom.","Watervoorzieningseenheden, eerste uitgave, 1965",1965,2.16.5151 - 569,C381688731
"Bladnr. 25 Oost, Amsterdam.","Eerste uitgave, Amsterdam blad 2, 1866",1866,2.16.5151 - 537,C381688733
"Bladnr. 25 Oost, Amsterdam.","Eerste uitgave, Amsterdam blad 4, 1865",1865,2.16.5151 - 538,C381688734
"Bladnr. 25 Oost, Amsterdam.","Tweede uitgave, Amsterdam blad 2, 1878",1878,2.16.5151 - 539,C381688735
"Bladnr. 25 Oost, Amsterdam.","Tweede uitgave, Amsterdam blad 4, 1878",1878,2.16.5151 - 540,C381688736
"Bladnr. 25 Oost, Amsterdam.","Derde uitgave, Amsterdam blad 2, 1924",1924,2.16.5151 - 541,C381688737
"Bladnr. 25 Oost, Amsterdam.","Derde uitgave, Amsterdam blad 4, 1919",1919,2.16.5151 - 542,C381688738
"Bladnr. 25 Oost, Amsterdam.","Vierde uitgave, Amsterdam-Oost, 1950",1950,2.16.5151 - 543,C381688739
"Bladnr. 25 Oost, Amsterdam.","Vijfde uitgave, Amsterdam-Oost, 1967",1967,2.16.5151 - 544,C381688740
"Bladnr. 25 Oost, Amsterdam.","Vijfde editie, Amsterdam-Oost uitgave 1985, 1984-1985",1984-1985,2.16.5151 - 545,C381688741
"Bladnr. 25 Oost, Amsterdam.","Hydrologische waarnemingspunten, eerste uitgave, 1984",1984,2.16.5151 - 546,C381688742
"Bladnr. 25 Oost, Amsterdam.","Watervoorzieningseenheden, eerste uitgave, 1968",1968,2.16.5151 - 547,C381688743
"Bladnr. 25 Oost, Amsterdam.","Watervoorzieningseenheden. tweede uitgave, 1985",1985,2.16.5151 - 548,C381688744
"Bladnr. 25 West, Amsterdam.","Eerste uitgave, Amsterdam blad 1, 1866",1866,2.16.5151 - 550,C381688746
"Bladnr. 25 West, Amsterdam.","Eerste uitgave, Amsterdam blad 3, 1865",1865,2.16.5151 - 551,C381688747
"Bladnr. 25 West, Amsterdam.","Tweede uitgave, Amsterdam blad 1, 1879",1879,2.16.5151 - 552,C381688748
"Bladnr. 25 West, Amsterdam.","Tweede uitgave, Amsterdam blad 3, 1879",1879,2.16.5151 - 553,C381688749
"Bladnr. 25 West, Amsterdam.","Derde uitgave, Amsterdam blad 1, 1925",1925,2.16.5151 - 554,C381688750
"Bladnr. 25 West, Amsterdam.","Derde uitgave, Amsterdam blad 3, 1925",1925,2.16.5151 - 555,C381688751
"Bladnr. 25 West, Amsterdam.","Vierde uitgave, Amsterdam-West, 1948",1948,2.16.5151 - 556,C381688752
"Bladnr. 25 West, Amsterdam.","Vijfde uitgave, Amsterdam-West, 1965-1966",1965-1966,2.16.5151 - 557,C381688753
"Bladnr. 25 West, Amsterdam.","Vijfde editie, Amsterdam-West uitgave 1984, 1982-1984",1982-1984,2.16.5151 - 558,C381688754
"Bladnr. 25 West, Amsterdam.","Hydrologische waarnemingspunten, eerste uitgave, 1984",1984,2.16.5151 - 559,C381688755
"Bladnr. 25 West, Amsterdam.","Watervoorzieningseenheden, eerste uitgave, 1968",1968,2.16.5151 - 560,C381688756
"Bladnr. 25 West, Amsterdam.","Watervoorzieningseenheden, tweede uitgave, 1984",1984,2.16.5151 - 561,C381688757
"Bladnr. 26 Oost, Harderwijk.","Eerste uitgave, Harderwijk blad 2, 1880",1880,2.16.5151 - 571,C381688759
"Bladnr. 26 Oost, Harderwijk.","Tweede uitgave, Harderwijk-Oost, 1942",1942,2.16.5151 - 572,C381688760
"Bladnr. 26 Oost, Harderwijk.","Derde uitgave, Harderwijk-Oost, 1962",1962,2.16.5151 - 573,C381688761
"Bladnr. 26 Oost, Harderwijk.","Vierde uitgave, Harderwijk-Oost, 1972",1972,2.16.5151 - 574,C381688762
"Bladnr. 26 Oost, Harderwijk.","Vijfde editie, Harderwijk-Oost uitgave 1987, 1986-1987",1986-1987,2.16.5151 - 575,C381688763
"Bladnr. 26 Oost, Harderwijk.","Hydrologische waarnemingspunten, eerste uitgave, 1973",1973,2.16.5151 - 576,C381688764
"Bladnr. 26 Oost, Harderwijk.","Hydrologische waarnemingspunten, tweede uitgave, 1987",1987,2.16.5151 - 577,C381688765
"Bladnr. 26 Oost, Harderwijk.","Watervoorzieningseenheden, eerste uitgave, 1987",1987,2.16.5151 - 578,C381688766
"Bladnr. 26 West, Harderwijk.","Eerste uitgave, Harderwijk blad 1, 1880",1880,2.16.5151 - 580,C381688768
"Bladnr. 26 West, Harderwijk.","Tweede uitgave, Harderwijk blad 1, 1928",1928,2.16.5151 - 581,C381688769
"Bladnr. 26 West, Harderwijk.","Derde uitgave, Harderwijk-West, 1952",1952,2.16.5151 - 582,C381688770
"Bladnr. 26 West, Harderwijk.","Vierde uitgave, Harderwijk-West, 1967",1967,2.16.5151 - 583,C381688771
"Bladnr. 26 West, Harderwijk.","Vijfde uitgave, Harderwijk-West, 1972",1972,2.16.5151 - 584,C381688772
"Bladnr. 26 West, Harderwijk.","Vijfde editie, Harderwijk-West uitgave 1984, 1983-1984",1983-1984,2.16.5151 - 585,C381688773
"Bladnr. 26 West, Harderwijk.","Hydrologische waarnemingspunten, eerste uitgave, 1972",1972,2.16.5151 - 586,C381688774
"Bladnr. 26 West, Harderwijk.","Hydrologische waarnemingspunten, tweede uitgave, 1984",1984,2.16.5151 - 587,C381688775
"Bladnr. 26 West, Harderwijk.","Watervoorzieningseenheden, eerste uitgave, 1972",1972,2.16.5151 - 588,C381688776
"Bladnr. 26 West, Harderwijk.","Watervoorzieningseenheden, tweede uitgave, 1984",1984,2.16.5151 - 589,C381688777
